4045_1_1_1	4045_1_1_1
4049_1_1_1	4049_1_1_1
4061_1_1_1	4061_1_1_1
4061_1_1_1	4062_1_1_1
4061_1_1_1	4695_1_1_1
4063_1_1_1	4063_1_1_1
4065_2_2_1	4065_2_2_1
4065_2_2_1	4065_1_1_1
4069_1_1_1	4069_1_1_1
4070_1_1_1	4070_1_1_1
4071_1_1_1	4071_1_1_1
4071_1_1_1	19237_1_1_1
4071_1_1_1	25609_1_1_1
4071_1_1_1	25605_1_1_1
4071_1_1_1	4163_1_1_1
4073_1_1_1	4073_1_1_1
4073_1_1_1	27673_1_1_1
4073_1_1_1	4074_1_1_1
4073_1_1_1	5337_1_1_1
4073_1_1_1	6026_1_1_1
17403_1_1_1	17403_1_1_1
17633_1_1_1	17633_1_1_1
18153_1_1_1	18153_1_1_1
18399_1_1_1	18399_1_1_1
18399_1_1_1	36012_1_1_1
18794_1_1_1	18794_1_1_1
19056_1_1_1	19056_1_1_1
19625_1_1_1	19625_1_1_1
25127_1_1_1	25127_1_1_1
25380_1_1_1	25380_1_1_1
25668_1_1_1	25668_1_1_1
25668_1_1_1	25659_1_1_1
25668_1_1_1	25667_1_1_1
30525_1_1_1	30525_1_1_1
30525_1_1_1	19205_1_1_1
30525_1_1_1	199_1_1_1
30525_1_1_1	2227_1_1_1
30765_1_1_1	30765_1_1_1
34095_1_1_1	34095_1_1_1
34095_1_1_1	17475_1_1_1
34095_1_1_1	6002_1_1_1
34261_1_2_2	34261_1_2_2
34640_1_1_1	34640_1_1_1
36143_1_1_1	36143_1_1_1
50190_1_1_1	50190_1_1_1
50711_1_1_1	50711_1_1_1
51187_1_1_1	51187_1_1_1
51187_1_1_1	27405_1_1_1
51187_1_1_1	30457_1_1_1
10028_1_1_1	10028_1_1_1
10029_1_1_1	10029_1_1_1
10029_1_1_1	10259_1_1_1
10031_1_1_1	10031_1_1_1
10032_1_1_1	10032_1_1_1
10033_1_1_1	10033_1_1_1
10034_1_1_1	10034_1_1_1
10035_1_1_1	10035_1_1_1
10036_1_1_1	10036_1_1_1
10037_1_1_1	10037_1_1_1
10038_1_1_1	10038_1_1_1
19230_1_1_1	19230_1_1_1
19234_1_1_1	19234_1_1_1
19235_1_1_1	19235_1_1_1
19239_1_1_1	19239_1_1_1
19242_1_1_1	19242_1_1_1
19242_1_1_1	16204_1_1_1
19242_1_1_1	16205_1_1_1
19242_1_1_1	19245_1_1_1
19243_1_1_1	19243_1_1_1
19244_1_1_1	19244_1_1_1
19246_1_1_1	19246_1_1_1
19248_1_2_2	19248_1_2_2
19248_1_2_2	25779_1_1_1
19248_1_2_2	7301_1_1_1
19253_2_1_1	19253_2_1_1
19253_2_1_1	19253_1_1_1
19259_1_1_1	19259_1_1_1
19259_1_1_1	19258_1_1_1
19261_1_1_1	19261_1_1_1
19261_1_1_1	17738_1_1_1
19270_1_1_1	19270_1_1_1
19282_1_1_1	19282_1_1_1
19288_1_1_1	19288_1_1_1
19293_1_1_1	19293_1_1_1
19293_1_1_1	19061_1_1_1
19297_1_1_1	19297_1_1_1
19299_1_1_1	19299_1_1_1
19311_1_1_1	19311_1_1_1
19312_1_1_1	19312_1_1_1
19314_1_1_1	19314_1_1_1
19314_1_1_1	10079_1_1_1
19315_1_1_1	19315_1_1_1
19318_1_1_1	19318_1_1_1
19319_1_1_1	19319_1_1_1
19322_1_1_1	19322_1_1_1
19325_1_1_1	19325_1_1_1
19327_1_1_1	19327_1_1_1
19329_1_1_1	19329_1_1_1
19330_1_1_1	19330_1_1_1
19331_1_1_1	19331_1_1_1
19331_1_1_1	17609_1_1_1
19333_1_1_1	19333_1_1_1
19334_1_1_1	19334_1_1_1
19339_1_1_1	19339_1_1_1
19342_1_1_1	19342_1_1_1
19342_1_1_1	25273_1_1_1
19342_1_1_1	25274_1_1_1
19354_1_1_1	19354_1_1_1
19362_1_1_1	19362_1_1_1
19363_2_2_2	19363_2_2_2
19368_2_1_1	19368_2_1_1
19368_2_1_1	19368_1_1_1
19368_2_2_2	19368_2_2_2
19368_2_2_2	19368_1_2_2
19377_1_1_1	19377_1_1_1
19391_1_1_1	19391_1_1_1
19391_1_1_1	16936_1_1_1
19397_1_1_1	19397_1_1_1
19397_1_1_1	27527_1_1_1
19398_1_1_1	19398_1_1_1
19398_1_1_1	15939_1_1_1
19398_1_1_1	50398_1_1_1
19398_1_1_1	27894_1_1_1
19398_1_1_1	4675_1_1_1
19398_1_1_1	5032_1_1_1
19408_1_1_1	19408_1_1_1
19415_1_1_1	19415_1_1_1
19415_1_1_1	18898_1_1_1
19421_1_1_1	19421_1_1_1
19421_1_1_1	19422_1_1_1
19421_1_1_1	5706_1_1_1
19423_1_1_1	19423_1_1_1
19423_1_1_1	17632_1_1_1
19424_1_1_1	19424_1_1_1
19424_1_1_1	19425_1_1_1
19429_1_1_1	19429_1_1_1
19429_1_1_1	19428_1_1_1
19436_1_1_1	19436_1_1_1
19443_1_1_1	19443_1_1_1
19443_1_1_1	4380_1_1_1
19444_1_1_1	19444_1_1_1
19444_1_1_1	19439_1_1_1
19450_1_1_1	19450_1_1_1
19451_1_1_1	19451_1_1_1
19459_1_1_1	19459_1_1_1
19460_1_1_1	19460_1_1_1
19464_1_1_1	19464_1_1_1
19466_1_1_1	19466_1_1_1
19466_1_1_1	19418_1_1_1
19467_1_1_1	19467_1_1_1
19468_1_1_1	19468_1_1_1
19469_1_1_1	19469_1_1_1
19471_1_1_1	19471_1_1_1
19479_1_1_1	19479_1_1_1
19483_1_1_1	19483_1_1_1
19483_1_1_1	19487_1_1_1
19483_1_1_1	19488_1_1_1
19484_1_1_1	19484_1_1_1
19486_1_1_1	19486_1_1_1
19491_1_1_1	19491_1_1_1
19494_1_1_1	19494_1_1_1
19494_1_1_1	19499_1_1_1
19494_1_1_1	19500_1_1_1
19495_1_1_1	19495_1_1_1
19496_1_1_1	19496_1_1_1
19497_1_1_1	19497_1_1_1
19497_1_1_1	18046_1_1_1
19501_1_1_1	19501_1_1_1
19501_1_1_1	19476_1_1_1
19501_1_1_1	30913_1_1_1
19501_1_1_1	20114_1_1_1
19501_1_1_1	21060_1_1_1
19501_1_1_1	30609_1_1_1
19502_1_1_1	19502_1_1_1
19503_1_1_1	19503_1_1_1
19504_1_1_1	19504_1_1_1
19505_1_1_1	19505_1_1_1
19506_1_1_1	19506_1_1_1
19515_1_1_1	19515_1_1_1
19515_1_1_1	19263_1_1_1
19515_1_1_1	19262_1_1_1
19515_1_1_1	19514_1_1_1
19515_1_1_1	19513_1_1_1
19516_1_2_2	19516_1_2_2
19518_2_2_2	19518_2_2_2
19523_1_1_1	19523_1_1_1
19526_1_1_1	19526_1_1_1
19530_1_1_1	19530_1_1_1
19540_1_1_1	19540_1_1_1
19553_1_1_1	19553_1_1_1
19558_1_1_1	19558_1_1_1
19562_1_2_2	19562_1_2_2
19563_1_1_1	19563_1_1_1
19563_1_1_1	19564_1_1_1
19563_1_1_1	19565_1_1_1
19563_1_1_1	19566_1_1_1
19563_1_1_1	19567_1_1_1
19563_1_1_1	5981_1_1_1
19568_1_1_1	19568_1_1_1
19569_1_1_1	19569_1_1_1
19573_1_1_1	19573_1_1_1
19576_1_1_1	19576_1_1_1
19576_1_1_1	16082_1_1_1
19576_1_1_1	19508_1_1_1
19581_1_1_1	19581_1_1_1
19582_1_1_1	19582_1_1_1
19582_1_1_1	19583_1_1_1
19582_1_1_1	51528_1_1_1
19582_1_1_1	51531_1_1_1
19582_1_1_1	51531_2_1_1
19586_1_2_2	19586_1_2_2
19589_1_1_1	19589_1_1_1
19593_1_1_1	19593_1_1_1
19598_1_1_1	19598_1_1_1
19599_1_1_1	19599_1_1_1
19603_1_1_1	19603_1_1_1
19603_1_1_1	19597_1_1_1
19604_1_2_2	19604_1_2_2
19605_1_1_1	19605_1_1_1
19606_1_1_1	19606_1_1_1
19611_1_1_1	19611_1_1_1
19611_1_1_1	16074_1_1_1
19611_1_1_1	16235_1_1_1
19611_1_1_1	18506_1_1_1
19611_1_1_1	50464_1_1_1
19613_1_1_1	19613_1_1_1
19618_1_1_1	19618_1_1_1
19621_1_1_1	19621_1_1_1
19622_1_1_1	19622_1_1_1
19622_1_1_1	11596_1_1_1
19622_1_1_1	16024_1_1_1
19622_1_1_1	26301_1_1_1
19622_1_1_1	4181_1_1_1
19622_1_1_1	447_1_1_1
19623_1_1_1	19623_1_1_1
19626_1_1_1	19626_1_1_1
19629_1_1_1	19629_1_1_1
19629_1_1_1	19150_1_1_1
19642_1_1_1	19642_1_1_1
19646_1_1_1	19646_1_1_1
19663_1_1_1	19663_1_1_1
19666_1_1_1	19666_1_1_1
19667_1_1_1	19667_1_1_1
19667_1_1_1	16788_1_2_2
19667_1_1_1	51433_1_1_1
19674_1_1_1	19674_1_1_1
19677_1_1_1	19677_1_1_1
19677_1_1_1	19675_1_1_1
19678_1_1_1	19678_1_1_1
19679_1_1_1	19679_1_1_1
19681_1_1_1	19681_1_1_1
19682_1_1_1	19682_1_1_1
19683_1_1_1	19683_1_1_1
19683_1_1_1	12022_1_1_1
19694_1_1_1	19694_1_1_1
19701_1_1_1	19701_1_1_1
19707_1_1_1	19707_1_1_1
19709_1_1_1	19709_1_1_1
19710_1_1_1	19710_1_1_1
19712_1_1_1	19712_1_1_1
19712_1_1_1	26308_1_1_1
19715_1_1_1	19715_1_1_1
19719_1_1_1	19719_1_1_1
19724_1_2_2	19724_1_2_2
19725_1_1_1	19725_1_1_1
19725_1_1_1	19723_1_1_1
19726_1_1_1	19726_1_1_1
19729_1_1_1	19729_1_1_1
19729_1_1_1	17823_1_1_1
19735_1_1_1	19735_1_1_1
19736_1_1_1	19736_1_1_1
19746_1_1_1	19746_1_1_1
19749_1_1_1	19749_1_1_1
19751_1_1_1	19751_1_1_1
19753_1_1_1	19753_1_1_1
19755_1_1_1	19755_1_1_1
19765_1_1_1	19765_1_1_1
19766_1_1_1	19766_1_1_1
19766_1_1_1	25442_1_1_1
19766_1_1_1	25443_1_1_1
19766_1_3_3	19766_1_3_3
19770_1_1_1	19770_1_1_1
19771_1_1_1	19771_1_1_1
19771_1_1_1	18840_1_1_1
19773_1_1_1	19773_1_1_1
19773_1_1_1	19774_1_1_1
19777_1_1_1	19777_1_1_1
19777_1_1_1	19776_1_1_1
19778_1_1_1	19778_1_1_1
19778_1_1_1	19775_1_1_1
19779_1_2_1	19779_1_2_1
19782_1_1_1	19782_1_1_1
19783_1_1_1	19783_1_1_1
19787_1_1_1	19787_1_1_1
19791_2_2_2	19791_2_2_2
19801_1_1_1	19801_1_1_1
19801_1_1_1	17286_1_1_1
19813_1_1_1	19813_1_1_1
19813_1_1_1	15421_1_1_1
19813_1_1_1	19810_1_1_1
19814_1_1_1	19814_1_1_1
19818_1_1_1	19818_1_1_1
19818_1_1_1	19818_2_1_1
19818_1_1_1	19819_1_1_1
19818_1_1_1	19819_2_1_1
19821_1_1_1	19821_1_1_1
19823_1_1_1	19823_1_1_1
19828_1_1_1	19828_1_1_1
19833_1_1_1	19833_1_1_1
19833_1_1_1	19832_1_1_1
19834_1_1_1	19834_1_1_1
19842_1_1_1	19842_1_1_1
19852_1_1_1	19852_1_1_1
19852_1_1_1	19854_1_1_1
19852_1_1_1	25554_1_1_1
19860_1_1_1	19860_1_1_1
19866_1_1_1	19866_1_1_1
19876_1_1_1	19876_1_1_1
19879_1_1_1	19879_1_1_1
19880_1_1_1	19880_1_1_1
19880_1_1_1	19880_2_1_1
19880_1_1_1	19880_3_1_1
19880_1_1_1	19880_4_1_1
19901_1_1_1	19901_1_1_1
19902_1_1_1	19902_1_1_1
19908_1_1_1	19908_1_1_1
19908_1_1_1	19907_1_1_1
19914_1_4_3	19914_1_4_3
19914_1_4_3	16510_1_2_2
19921_1_1_1	19921_1_1_1
19921_1_1_1	19727_1_1_1
19921_1_1_1	5284_1_1_1
19921_1_1_1	5285_1_1_1
19921_1_1_1	7356_1_1_1
19921_1_1_1	7357_1_1_1
19922_1_1_1	19922_1_1_1
19926_1_1_1	19926_1_1_1
19926_1_1_1	19875_1_1_1
19931_1_1_1	19931_1_1_1
19931_1_1_1	27854_1_1_1
19931_1_1_1	27854_2_1_1
19939_1_1_1	19939_1_1_1
19945_1_1_1	19945_1_1_1
19955_1_1_1	19955_1_1_1
19957_1_1_1	19957_1_1_1
19966_1_1_1	19966_1_1_1
19970_1_1_1	19970_1_1_1
19971_1_1_1	19971_1_1_1
19972_1_1_1	19972_1_1_1
19977_1_1_1	19977_1_1_1
19977_1_1_1	19891_1_1_1
19977_1_1_1	25111_1_1_1
19982_1_1_1	19982_1_1_1
19986_1_1_1	19986_1_1_1
19987_1_1_1	19987_1_1_1
19988_1_1_1	19988_1_1_1
20001_1_1_1	20001_1_1_1
20001_1_1_1	15302_1_1_1
20009_1_1_1	20009_1_1_1
20009_1_1_1	11021_1_1_1
20014_1_1_1	20014_1_1_1
20019_1_1_1	20019_1_1_1
20019_1_1_1	20015_1_1_1
20026_1_1_1	20026_1_1_1
20027_1_1_1	20027_1_1_1
20032_1_1_1	20032_1_1_1
20044_1_1_1	20044_1_1_1
20046_1_1_1	20046_1_1_1
20046_1_1_1	20045_1_1_1
20047_1_1_1	20047_1_1_1
20052_1_1_1	20052_1_1_1
20058_1_1_1	20058_1_1_1
20059_1_1_1	20059_1_1_1
20059_1_1_1	20057_1_1_1
20060_1_1_1	20060_1_1_1
20062_1_1_1	20062_1_1_1
20062_1_1_1	6857_2_1_1
20062_1_1_1	6857_1_1_1
20075_1_1_1	20075_1_1_1
20078_1_1_1	20078_1_1_1
20079_1_1_1	20079_1_1_1
20085_1_1_1	20085_1_1_1
20091_1_1_1	20091_1_1_1
20093_1_1_1	20093_1_1_1
20102_1_1_1	20102_1_1_1
20105_1_1_1	20105_1_1_1
20119_1_1_1	20119_1_1_1
20122_1_1_1	20122_1_1_1
20123_1_1_1	20123_1_1_1
20123_1_1_1	15580_1_1_1
34476_1_1_1	34476_1_1_1
34478_1_1_1	34478_1_1_1
34485_1_1_1	34485_1_1_1
34485_1_1_1	34486_1_1_1
34487_1_1_1	34487_1_1_1
34492_1_1_1	34492_1_1_1
34493_1_1_1	34493_1_1_1
34498_1_1_1	34498_1_1_1
3449_1_1_1	3449_1_1_1
3449_1_1_1	3427_1_1_1
34500_1_1_1	34500_1_1_1
34519_1_1_1	34519_1_1_1
34520_1_1_1	34520_1_1_1
34521_1_3_2	34521_1_3_2
34521_1_3_2	34521_1_2_2
34535_1_1_1	34535_1_1_1
34536_1_1_1	34536_1_1_1
34540_1_1_1	34540_1_1_1
34540_1_1_1	25493_1_1_1
34541_1_1_1	34541_1_1_1
34548_1_1_1	34548_1_1_1
34549_1_1_1	34549_1_1_1
34554_1_1_1	34554_1_1_1
34554_1_1_1	30181_1_1_1
34554_1_1_1	30411_1_1_1
34554_1_1_1	30413_1_1_1
34555_1_1_1	34555_1_1_1
34557_1_1_1	34557_1_1_1
34558_1_1_1	34558_1_1_1
34558_1_1_1	34558_1_2_1
34558_1_1_1	34559_1_1_1
34576_1_1_1	34576_1_1_1
34578_1_1_1	34578_1_1_1
34578_1_1_1	34577_1_1_1
34585_1_1_1	34585_1_1_1
34589_1_1_1	34589_1_1_1
34600_1_1_1	34600_1_1_1
34602_1_1_1	34602_1_1_1
34606_1_1_1	34606_1_1_1
34607_1_1_1	34607_1_1_1
34608_1_2_2	34608_1_2_2
34610_1_1_1	34610_1_1_1
34614_1_1_1	34614_1_1_1
34614_1_1_1	34044_1_1_1
34617_1_1_1	34617_1_1_1
34617_1_1_1	16998_1_1_1
34617_1_1_1	18735_1_1_1
34618_1_1_1	34618_1_1_1
34621_1_1_1	34621_1_1_1
34627_1_1_1	34627_1_1_1
34628_1_1_1	34628_1_1_1
34629_1_1_1	34629_1_1_1
34629_1_3_2	34629_1_3_2
34633_1_1_1	34633_1_1_1
34638_1_1_1	34638_1_1_1
34638_1_1_1	6546_1_1_1
34638_1_2_2	34638_1_2_2
34649_1_1_1	34649_1_1_1
34661_1_1_1	34661_1_1_1
34661_1_1_1	51052_1_1_1
34666_1_1_1	34666_1_1_1
34667_1_1_1	34667_1_1_1
34668_1_1_1	34668_1_1_1
34669_1_1_1	34669_1_1_1
3466_1_1_1	3466_1_1_1
34673_1_1_1	34673_1_1_1
34675_1_1_1	34675_1_1_1
34678_1_1_1	34678_1_1_1
34680_1_1_1	34680_1_1_1
34680_1_1_1	34681_1_1_1
34680_1_1_1	34682_1_1_1
34680_1_1_1	34683_1_1_1
34693_1_1_1	34693_1_1_1
34693_1_2_2	34693_1_2_2
34703_1_1_1	34703_1_1_1
34703_1_1_1	19124_1_1_1
34703_1_1_1	34027_1_1_1
34706_1_1_1	34706_1_1_1
34710_1_1_1	34710_1_1_1
34710_1_1_1	34711_1_1_1
34710_1_1_1	34712_1_1_1
34710_1_1_1	34713_1_1_1
34715_1_1_1	34715_1_1_1
34729_1_1_1	34729_1_1_1
34730_1_1_1	34730_1_1_1
34731_1_1_1	34731_1_1_1
34732_1_1_1	34732_1_1_1
34748_1_1_1	34748_1_1_1
34748_1_1_1	50620_1_1_1
34748_1_1_1	50915_1_1_1
34748_1_1_1	50915_2_1_1
34755_1_1_1	34755_1_1_1
34767_1_1_1	34767_1_1_1
34781_1_1_1	34781_1_1_1
34782_1_1_1	34782_1_1_1
356_1_1_1	356_1_1_1
357_1_1_1	357_1_1_1
36007_1_1_1	36007_1_1_1
36007_1_1_1	25577_1_1_1
36007_1_1_1	36006_1_1_1
36007_1_1_1	50142_1_1_1
36009_1_1_1	36009_1_1_1
36013_1_1_1	36013_1_1_1
36017_1_1_1	36017_1_1_1
36018_1_1_1	36018_1_1_1
36019_1_1_1	36019_1_1_1
16007_1_1_1	16007_1_1_1
16007_1_1_1	7271_1_1_1
16012_1_1_1	16012_1_1_1
16014_1_2_2	16014_1_2_2
16015_1_2_2	16015_1_2_2
16018_1_1_1	16018_1_1_1
6122_1_1_1	6122_1_1_1
6123_1_1_1	6123_1_1_1
6125_1_1_1	6125_1_1_1
6126_1_1_1	6126_1_1_1
6126_1_1_1	17599_1_1_1
6127_1_1_1	6127_1_1_1
6128_1_1_1	6128_1_1_1
6130_1_1_1	6130_1_1_1
6130_1_1_1	6022_1_1_1
6130_1_1_1	6129_1_1_1
6132_1_1_1	6132_1_1_1
6133_1_1_1	6133_1_1_1
6134_1_1_1	6134_1_1_1
6134_1_1_1	15082_1_1_1
6136_1_1_1	6136_1_1_1
6138_1_1_1	6138_1_1_1
6142_1_1_1	6142_1_1_1
6142_1_1_1	5404_1_1_1
6143_1_1_1	6143_1_1_1
6143_1_1_1	5534_1_1_1
6147_1_1_1	6147_1_1_1
6148_1_1_1	6148_1_1_1
6149_1_1_1	6149_1_1_1
6151_1_1_1	6151_1_1_1
6155_1_1_1	6155_1_1_1
6156_2_1_1	6156_2_1_1
6156_2_1_1	6154_1_1_1
6158_1_1_1	6158_1_1_1
6158_1_1_1	5465_1_1_1
6158_1_1_1	5951_1_1_1
6159_1_1_1	6159_1_1_1
6162_1_1_1	6162_1_1_1
6162_1_1_1	6161_1_1_1
6165_1_1_1	6165_1_1_1
6167_1_1_1	6167_1_1_1
6171_1_1_1	6171_1_1_1
6171_1_1_1	6166_1_1_1
6172_1_1_1	6172_1_1_1
6173_1_1_1	6173_1_1_1
6175_1_1_1	6175_1_1_1
6176_1_1_1	6176_1_1_1
6177_1_1_1	6177_1_1_1
6179_1_1_1	6179_1_1_1
6180_1_1_1	6180_1_1_1
6181_1_1_1	6181_1_1_1
6182_1_1_1	6182_1_1_1
6182_1_1_1	5756_1_1_1
6183_1_1_1	6183_1_1_1
6184_1_1_1	6184_1_1_1
6185_1_1_1	6185_1_1_1
6187_1_1_1	6187_1_1_1
6188_1_1_1	6188_1_1_1
6188_1_1_1	2049_1_1_1
6189_1_1_1	6189_1_1_1
6190_1_1_1	6190_1_1_1
6194_1_1_1	6194_1_1_1
6194_1_1_1	5702_1_1_1
6195_1_1_1	6195_1_1_1
6195_1_1_1	6196_1_1_1
6197_1_1_1	6197_1_1_1
6198_1_1_1	6198_1_1_1
6199_1_1_1	6199_1_1_1
6200_1_1_1	6200_1_1_1
6202_1_1_1	6202_1_1_1
6207_1_1_1	6207_1_1_1
6208_1_1_1	6208_1_1_1
6209_1_1_1	6209_1_1_1
6211_1_1_1	6211_1_1_1
6216_1_1_1	6216_1_1_1
6222_1_1_1	6222_1_1_1
6222_1_1_1	4043_1_1_1
6222_1_1_1	5672_1_1_1
6222_1_1_1	5029_1_1_1
6223_1_1_1	6223_1_1_1
6231_1_1_1	6231_1_1_1
6232_1_1_1	6232_1_1_1
6232_1_1_1	5921_1_1_1
6233_1_1_1	6233_1_1_1
6233_1_1_1	30528_1_1_1
6238_1_1_1	6238_1_1_1
6240_1_1_1	6240_1_1_1
6241_1_1_1	6241_1_1_1
6241_1_1_1	6742_1_1_1
6242_1_1_1	6242_1_1_1
6244_1_1_1	6244_1_1_1
6247_1_1_1	6247_1_1_1
6254_1_1_1	6254_1_1_1
6254_1_1_1	2030_1_1_1
6254_1_1_1	4774_1_1_1
6254_1_1_1	932_1_1_1
6255_1_1_1	6255_1_1_1
6256_1_1_1	6256_1_1_1
6258_1_1_1	6258_1_1_1
6258_1_1_1	4771_1_1_1
6260_1_1_1	6260_1_1_1
6260_2_2_2	6260_2_2_2
6262_1_1_1	6262_1_1_1
6263_1_1_1	6263_1_1_1
6265_1_1_1	6265_1_1_1
6267_1_1_1	6267_1_1_1
6271_1_1_1	6271_1_1_1
6272_1_1_1	6272_1_1_1
6275_1_1_1	6275_1_1_1
6275_1_1_1	6276_1_1_3
6275_1_1_1	6445_1_1_3
6278_1_1_1	6278_1_1_1
6280_1_1_1	6280_1_1_1
6281_1_1_1	6281_1_1_1
6281_1_1_1	6235_1_1_1
6282_1_1_1	6282_1_1_1
6283_1_1_1	6283_1_1_1
6283_1_1_1	6071_1_1_1
6284_2_1_1	6284_2_1_1
6284_2_1_1	6284_1_1_1
6289_1_1_1	6289_1_1_1
6289_1_1_1	6191_1_1_1
6290_1_1_1	6290_1_1_1
6290_1_1_1	248_1_1_1
6291_1_1_1	6291_1_1_1
6292_1_1_1	6292_1_1_1
6295_1_1_1	6295_1_1_1
6298_1_1_1	6298_1_1_1
6298_1_1_1	34201_1_1_1
6299_1_1_1	6299_1_1_1
6300_1_1_1	6300_1_1_1
6303_1_1_1	6303_1_1_1
6303_1_1_1	5747_1_1_1
6303_1_1_1	6302_1_1_1
6305_1_1_1	6305_1_1_1
6310_1_1_1	6310_1_1_1
6310_1_1_1	15922_1_1_1
6311_1_1_1	6311_1_1_1
6312_1_1_1	6312_1_1_1
6317_1_1_1	6317_1_1_1
6318_1_1_1	6318_1_1_1
6319_1_1_1	6319_1_1_1
6322_1_1_1	6322_1_1_1
6322_1_1_1	18122_1_1_1
6322_1_1_1	6321_1_1_1
6322_1_1_1	34747_1_1_1
6322_1_1_1	34746_1_1_1
6329_1_1_1	6329_1_1_1
6329_1_1_1	6325_1_1_1
6329_1_1_1	6327_1_1_1
6329_1_1_1	6328_1_1_1
6329_1_1_1	6326_1_1_1
6329_1_1_1	5369_1_1_1
6330_1_1_1	6330_1_1_1
6333_1_1_1	6333_1_1_1
6334_1_1_1	6334_1_1_1
6334_1_1_1	15507_1_1_1
6335_1_1_1	6335_1_1_1
6337_1_1_1	6337_1_1_1
6337_1_1_1	11258_1_1_1
6338_1_1_1	6338_1_1_1
6339_1_1_1	6339_1_1_1
6339_1_1_1	6515_1_1_1
6341_1_1_1	6341_1_1_1
6342_1_1_1	6342_1_1_1
6343_1_1_1	6343_1_1_1
6344_1_1_1	6344_1_1_1
6345_1_1_1	6345_1_1_1
6349_1_1_1	6349_1_1_1
6350_1_1_1	6350_1_1_1
6353_1_1_1	6353_1_1_1
6354_1_1_1	6354_1_1_1
6354_1_1_1	34394_1_1_1
6355_1_1_1	6355_1_1_1
6356_1_1_1	6356_1_1_1
6358_1_1_1	6358_1_1_1
6359_1_1_1	6359_1_1_1
6361_1_1_1	6361_1_1_1
6363_1_1_1	6363_1_1_1
6364_1_1_1	6364_1_1_1
6367_1_1_1	6367_1_1_1
6367_1_1_1	15634_1_1_1
6368_1_1_1	6368_1_1_1
6369_1_1_1	6369_1_1_1
6369_1_1_1	6365_1_1_1
6369_1_1_1	16043_1_1_1
6375_1_1_1	6375_1_1_1
6384_1_1_1	6384_1_1_1
6385_2_1_1	6385_2_1_1
6385_2_1_1	6385_1_1_1
6395_2_2_1	6395_2_2_1
6395_2_2_1	6395_1_1_1
6398_1_1_1	6398_1_1_1
6404_1_1_1	6404_1_1_1
6405_1_1_1	6405_1_1_1
6407_1_1_1	6407_1_1_1
7167_1_1_1	7167_1_1_1
7168_3_1_1	7168_3_1_1
7168_3_1_1	7168_1_1_1
7168_3_1_1	19140_3_1_1
7168_3_1_1	19140_2_1_1
7168_3_1_1	19141_3_1_1
7168_3_1_1	19141_2_1_1
7170_1_1_1	7170_1_1_1
7172_1_1_1	7172_1_1_1
7174_1_1_1	7174_1_1_1
7179_1_1_1	7179_1_1_1
7180_1_1_1	7180_1_1_1
7181_1_1_1	7181_1_1_1
7184_1_1_1	7184_1_1_1
7185_1_1_1	7185_1_1_1
7186_1_1_1	7186_1_1_1
7187_1_1_1	7187_1_1_1
7189_2_1_1	7189_2_1_1
7189_2_1_1	7189_1_1_1
7190_1_1_1	7190_1_1_1
7191_1_1_1	7191_1_1_1
7192_1_1_1	7192_1_1_1
7193_1_1_1	7193_1_1_1
7194_1_2_2	7194_1_2_2
7201_1_1_1	7201_1_1_1
7203_1_1_1	7203_1_1_1
7204_1_1_1	7204_1_1_1
7205_1_1_1	7205_1_1_1
7207_1_1_1	7207_1_1_1
7209_1_1_1	7209_1_1_1
7213_1_1_1	7213_1_1_1
7213_1_1_1	7212_1_1_1
7214_1_1_1	7214_1_1_1
7215_1_1_1	7215_1_1_1
7218_1_1_1	7218_1_1_1
7219_1_1_1	7219_1_1_1
7223_1_1_1	7223_1_1_1
7225_1_1_1	7225_1_1_1
7227_1_1_1	7227_1_1_1
7227_1_1_1	16113_1_1_1
7228_1_1_1	7228_1_1_1
7229_1_1_1	7229_1_1_1
7232_2_2_2	7232_2_2_2
7232_2_2_2	7233_2_2_2
7232_2_2_2	7233_5_2_2
7241_1_1_1	7241_1_1_1
7241_1_1_1	6592_1_1_1
7242_1_1_1	7242_1_1_1
7245_1_1_1	7245_1_1_1
7251_1_1_1	7251_1_1_1
7251_1_1_1	4934_1_1_1
7251_1_1_1	7252_1_1_1
7251_1_1_1	7253_1_1_1
7251_1_1_1	7254_1_1_1
7251_1_1_1	7255_1_1_1
7256_1_1_1	7256_1_1_1
7256_1_1_1	7178_1_1_1
7257_1_1_1	7257_1_1_1
7259_1_1_1	7259_1_1_1
7260_1_1_1	7260_1_1_1
7261_1_1_1	7261_1_1_1
7262_1_1_1	7262_1_1_1
7264_1_1_1	7264_1_1_1
7266_1_1_1	7266_1_1_1
7269_1_1_1	7269_1_1_1
7270_1_1_1	7270_1_1_1
7272_1_1_1	7272_1_1_1
7274_1_1_1	7274_1_1_1
7276_1_1_1	7276_1_1_1
7281_1_1_1	7281_1_1_1
7282_1_1_1	7282_1_1_1
7285_1_1_1	7285_1_1_1
7286_1_1_1	7286_1_1_1
7287_1_1_1	7287_1_1_1
7288_1_1_1	7288_1_1_1
7291_1_1_1	7291_1_1_1
7293_1_2_2	7293_1_2_2
7297_1_1_1	7297_1_1_1
7298_1_1_1	7298_1_1_1
7299_1_1_1	7299_1_1_1
7300_1_1_1	7300_1_1_1
7303_1_1_1	7303_1_1_1
7312_1_1_1	7312_1_1_1
7312_1_1_1	10264_1_1_1
7323_1_1_1	7323_1_1_1
7323_1_1_1	15645_1_1_1
